Word,C1,C2,C3,C4,Frequency
洼,洼,NA,NA,NA,0.1186
白金,白,金,NA,NA,3.5804
好人,好,人,NA,NA,19.318
平板,平,板,NA,NA,10.6153
贪欲,贪,欲,NA,NA,1.3121
夹心,夹,心,NA,NA,1.3788
行星,行,星,NA,NA,4.0326
马达,马,达,NA,NA,1.2454
废水,废,水,NA,NA,0.2372
卡其,卡,其,NA,NA,0.3632
轨道,轨,道,NA,NA,6.8495
据守,据,守,NA,NA,0.0371
星系,星,系,NA,NA,3.017
奈,奈,NA,NA,NA,3.8251
爬行,爬,行,NA,NA,1.3936
弈,弈,NA,NA,NA,0.126
磁体,磁,体,NA,NA,0.089
残骸,残,骸,NA,NA,2.4685
幸,幸,NA,NA,NA,10.8228
苦主,苦,主,NA,NA,0.0815
停工,停,工,NA,NA,0.7265
失修,失,修,NA,NA,0.0297
极化,极,化,NA,NA,0.0445
核能,核,能,NA,NA,0.593
左派,左,派,NA,NA,0.5856
柱子,柱,子,NA,NA,2.1646
残疾,残,疾,NA,NA,3.0986
战场,战,场,NA,NA,21.9274
居住,居,住,NA,NA,6.7976
海路,海,路,NA,NA,0.1705
实据,实,据,NA,NA,0.3558
傻乐,傻,乐,NA,NA,0.6597
智能,智,能,NA,NA,18.7398
毛糙,毛,糙,NA,NA,0.2372
莽汉,莽,汉,NA,NA,0.089
惊诧,惊,诧,NA,NA,0.6746
爷们,爷,们,NA,NA,7.7465
空降,空,降,NA,NA,1.1342
牵,牵,NA,NA,NA,39.192
定金,定,金,NA,NA,1.0452
切换,切,换,NA,NA,81.5789
过世,过,世,NA,NA,4.1216
汇合,汇,合,NA,NA,1.3936
减免,减,免,NA,NA,0.6523
部门,部,门,NA,NA,41.4529
收藏,收,藏,NA,NA,53.2691
死囚,死,囚,NA,NA,1.1638
政体,政,体,NA,NA,0.2891
角质,角,质,NA,NA,3.6397
辣椒,辣,椒,NA,NA,20.2446
雏儿,雏,儿,NA,NA,0.1038
灸,灸,NA,NA,NA,0.0445
姻,姻,NA,NA,NA,0.0371
可人,可,人,NA,NA,0.7561
穿戴,穿,戴,NA,NA,0.9414
船位,船,位,NA,NA,0.1631
跟斗,跟,斗,NA,NA,0.5263
开价,开,价,NA,NA,1.6605
改嫁,改,嫁,NA,NA,0.4744
新春,新,春,NA,NA,117.146
导,导,NA,NA,NA,2.6093
丰富,丰,富,NA,NA,53.2098
教士,教,士,NA,NA,0.9118
病榻,病,榻,NA,NA,0.126
页码,页,码,NA,NA,0.1557
裤衩,裤,衩,NA,NA,1.9348
好感,好,感,NA,NA,7.3536
深秋,深,秋,NA,NA,0.7116
亮点,亮,点,NA,NA,27.9985
吧,吧,NA,NA,NA,4656.3084
陌,陌,NA,NA,NA,0.4818
转型,转,型,NA,NA,4.4626
修筑,修,筑,NA,NA,0.1408
诚意,诚,意,NA,NA,8.3692
休战,休,战,NA,NA,1.0675
军区,军,区,NA,NA,0.9044
质,质,NA,NA,NA,4.7665
交谊,交,谊,NA,NA,0.1483
和文,和,文,NA,NA,0.2817
解闷,解,闷,NA,NA,1.1119
答,答,NA,NA,NA,37.3536
模样,模,样,NA,NA,15.5597
嫂,嫂,NA,NA,NA,0.2817
坏账,坏,账,NA,NA,0.0667
足够,足,够,NA,NA,52.4907
紫红,紫,红,NA,NA,0.3336
军统,军,统,NA,NA,0.0815
浑身,浑,身,NA,NA,21.275
敷衍,敷,衍,NA,NA,5.9155
短语,短,语,NA,NA,0.9118
萦绕,萦,绕,NA,NA,2.7576
抵账,抵,账,NA,NA,0.0148
受敌,受,敌,NA,NA,0.1112
改天,改,天,NA,NA,5.9081
雷达,雷,达,NA,NA,3.0319
逻,逻,NA,NA,NA,0.0445
商约,商,约,NA,NA,0.0148
文法,文,法,NA,NA,0.3188
新手,新,手,NA,NA,19.5182
下岗,下,岗,NA,NA,2.765
促销,促,销,NA,NA,39.6294
法理,法,理,NA,NA,0.3188
脱困,脱,困,NA,NA,0.252
甭,甭,NA,NA,NA,0.6894
换挡,换,挡,NA,NA,0.2891
菜豆,菜,豆,NA,NA,0.4003
翻录,翻,录,NA,NA,0.0815
父女,父,女,NA,NA,3.3803
削,削,NA,NA,NA,8.2728
持重,持,重,NA,NA,0.2595
紧张,紧,张,NA,NA,79.748
奠定,奠,定,NA,NA,0.8302
腱,腱,NA,NA,NA,0.1038
乡亲,乡,亲,NA,NA,1.6531
灌输,灌,输,NA,NA,2.1423
先手,先,手,NA,NA,0.089
露底,露,底,NA,NA,0.2001
虚惊,虚,惊,NA,NA,0.7932
借宿,借,宿,NA,NA,0.7932
依恋,依,恋,NA,NA,2.6612
信托,信,托,NA,NA,2.2535
耸立,耸,立,NA,NA,0.7561
明示,明,示,NA,NA,0.2446
男,男,NA,NA,NA,240.0519
柔性,柔,性,NA,NA,0.1779
要闻,要,闻,NA,NA,1.1193
取缔,取,缔,NA,NA,0.593
喷饭,喷,饭,NA,NA,0.6597
逃散,逃,散,NA,NA,0.0964
香料,香,料,NA,NA,2.4314
蔡,蔡,NA,NA,NA,5.8414
爱称,爱,称,NA,NA,0.2965
康宁,康,宁,NA,NA,0.7339
承,承,NA,NA,NA,1.9644
神威,神,威,NA,NA,5.9229
青天,青,天,NA,NA,5.8562
大抵,大,抵,NA,NA,0.7858
南海,南,海,NA,NA,5.3447
呕血,呕,血,NA,NA,0.6523
擒,擒,NA,NA,NA,0.6375
乐理,乐,理,NA,NA,0.5041
亡灵,亡,灵,NA,NA,2.7502
路灯,路,灯,NA,NA,3.1431
增强,增,强,NA,NA,17.9244
家奴,家,奴,NA,NA,0.089
法治,法,治,NA,NA,2.6242
托运,托,运,NA,NA,2.9059
射界,射,界,NA,NA,0.0148
大队,大,队,NA,NA,3.9511
驳船,驳,船,NA,NA,0.1186
群山,群,山,NA,NA,1.4455
坡度,坡,度,NA,NA,0.3558
哀,哀,NA,NA,NA,2.9281
创建,创,建,NA,NA,5.5374
增进,增,进,NA,NA,4.1216
倾吐,倾,吐,NA,NA,0.6597
绝地,绝,地,NA,NA,1.6976
硬水,硬,水,NA,NA,0.0222
先导,先,导,NA,NA,0.0815
聆听,聆,听,NA,NA,17.3832
万幸,万,幸,NA,NA,1.5938
楼房,楼,房,NA,NA,1.9199
膝下,膝,下,NA,NA,0.4003
理亏,理,亏,NA,NA,0.2372
哄抬,哄,抬,NA,NA,0.1408
浓淡,浓,淡,NA,NA,0.3781
奇数,奇,数,NA,NA,0.2446
泥沼,泥,沼,NA,NA,0.6004
老朽,老,朽,NA,NA,0.2817
诧,诧,NA,NA,NA,0.0371
关,关,NA,NA,NA,83.2617
机体,机,体,NA,NA,2.6686
宝藏,宝,藏,NA,NA,12.3795
大脚,大,脚,NA,NA,1.7272
配对,配,对,NA,NA,3.8769
莹,莹,NA,NA,NA,0.1334
火候,火,候,NA,NA,1.2528
心细,心,细,NA,NA,0.6523
班底,班,底,NA,NA,0.3706
躲懒,躲,懒,NA,NA,0.0148
粉红,粉,红,NA,NA,21.8829
切磋,切,磋,NA,NA,25.871
生命,生,命,NA,NA,208.94
带劲,带,劲,NA,NA,2.2016
牙,牙,NA,NA,NA,29.8295
上等,上,等,NA,NA,1.1268
农妇,农,妇,NA,NA,0.7265
检测,检,测,NA,NA,11.4307
关闭,关,闭,NA,NA,18.4804
弛,弛,NA,NA,NA,0.0445
窥见,窥,见,NA,NA,0.1853
空地,空,地,NA,NA,1.6753
没趣,没,趣,NA,NA,1.0749
批次,批,次,NA,NA,0.6375
内战,内,战,NA,NA,2.0163
球场,球,场,NA,NA,10.4448
有着,有,着,NA,NA,5.8191
天国,天,国,NA,NA,5.4485
值勤,值,勤,NA,NA,0.3262
水仙,水,仙,NA,NA,4.3958
支持,支,持,NA,NA,390.4893
空手,空,手,NA,NA,3.5137
哗,哗,NA,NA,NA,1.0971
家禽,家,禽,NA,NA,1.0082
投降,投,降,NA,NA,8.3173
感应,感,应,NA,NA,6.6123
见怪,见,怪,NA,NA,0.5337
孕育,孕,育,NA,NA,2.8169
轻快,轻,快,NA,NA,1.8606
泛舟,泛,舟,NA,NA,0.6894
抒发,抒,发,NA,NA,1.5864
等级,等,级,NA,NA,172.0163
凄凉,凄,凉,NA,NA,9.2216
归期,归,期,NA,NA,0.7932
鳞茎,鳞,茎,NA,NA,0.0593
破,破,NA,NA,NA,85.0408
薪饷,薪,饷,NA,NA,0.0148
流,流,NA,NA,NA,42.5574
幻梦,幻,梦,NA,NA,0.1038
轮椅,轮,椅,NA,NA,4.5145
姊,姊,NA,NA,NA,0.5041
发问,发,问,NA,NA,1.06
驽,驽,NA,NA,NA,0.0371
饱满,饱,满,NA,NA,5.2261
屯兵,屯,兵,NA,NA,0.0741
成交,成,交,NA,NA,17.9985
搅,搅,NA,NA,NA,6.9162
起誓,起,誓,NA,NA,1.3343
顶嘴,顶,嘴,NA,NA,1.6605
党章,党,章,NA,NA,0.0815
承办,承,办,NA,NA,1.3566
珂,珂,NA,NA,NA,0.2224
经费,经,费,NA,NA,1.9718
开饭,开,饭,NA,NA,6.9236
球赛,球,赛,NA,NA,5.4781
洋气,洋,气,NA,NA,5.7005
畅,畅,NA,NA,NA,8.7917
元帅,元,帅,NA,NA,1.2231
报章,报,章,NA,NA,0.1112
信使,信,使,NA,NA,0.682
额度,额,度,NA,NA,2.9429
宣示,宣,示,NA,NA,0.1853
终日,终,日,NA,NA,1.8236
市里,市,里,NA,NA,2.1794
皮包,皮,包,NA,NA,2.7131
贬损,贬,损,NA,NA,0.126
收编,收,编,NA,NA,0.0593
波动,波,动,NA,NA,4.0326
愁云,愁,云,NA,NA,0.2595
雄姿,雄,姿,NA,NA,0.1186
帽,帽,NA,NA,NA,18.384
胚,胚,NA,NA,NA,0.6079
新作,新,作,NA,NA,3.0319
煤窑,煤,窑,NA,NA,0.2965
翅,翅,NA,NA,NA,0.467
平实,平,实,NA,NA,0.7413
电信,电,信,NA,NA,37.576
峡,峡,NA,NA,NA,0.0519
立马,立,马,NA,NA,15.6709
门票,门,票,NA,NA,11.6234
店面,店,面,NA,NA,1.9941
戒备,戒,备,NA,NA,9.9778
齐名,齐,名,NA,NA,0.2743
色鬼,色,鬼,NA,NA,1.2083
摧残,摧,残,NA,NA,4.9296
补牙,补,牙,NA,NA,0.6968
遇到,遇,到,NA,NA,149.2958
裴,裴,NA,NA,NA,0.215
泰,泰,NA,NA,NA,12.7872
平仄,平,仄,NA,NA,0.3706
来宾,来,宾,NA,NA,2.2832
单列,单,列,NA,NA,0.0815
超员,超,员,NA,NA,0.467
舀,舀,NA,NA,NA,0.4744
按理,按,理,NA,NA,0.4893
清音,清,音,NA,NA,0.2001
致,致,NA,NA,NA,18.4285
歌女,歌,女,NA,NA,32.1497
化名,化,名,NA,NA,1.3121
下行,下,行,NA,NA,1.8384
大典,大,典,NA,NA,2.891
啸,啸,NA,NA,NA,0.0148
俯卧,俯,卧,NA,NA,0.3188
这样,这,样,NA,NA,1118.9622
不只,不,只,NA,NA,0.7413
欣喜,欣,喜,NA,NA,4.6108
缜密,缜,密,NA,NA,0.808
母校,母,校,NA,NA,4.4848
病历,病,历,NA,NA,2.0163
起初,起,初,NA,NA,3.9437
鉴定,鉴,定,NA,NA,16.301
退庭,退,庭,NA,NA,0.2595
洋货,洋,货,NA,NA,0.215
电阻,电,阻,NA,NA,0.2298
授意,授,意,NA,NA,0.2224
干吗,干,吗,NA,NA,36.553
炒,炒,NA,NA,NA,51.6086
溺,溺,NA,NA,NA,0.5634
屠,屠,NA,NA,NA,1.5715
修正,修,正,NA,NA,4.4922
微妙,微,妙,NA,NA,5.5078
求教,求,教,NA,NA,1.3195
白糖,白,糖,NA,NA,10.5189
使徒,使,徒,NA,NA,0.6449
镖,镖,NA,NA,NA,1.0452
直拨,直,拨,NA,NA,0.0815
亲爱,亲,爱,NA,NA,276.5975
左翼,左,翼,NA,NA,0.5634
附则,附,则,NA,NA,0.0741
扦,扦,NA,NA,NA,0.0222
布置,布,置,NA,NA,10.9118
衬衣,衬,衣,NA,NA,6.2787
沃土,沃,土,NA,NA,0.2001
枝桠,枝,桠,NA,NA,0.2817
汉江,汉,江,NA,NA,0.3262
马靴,马,靴,NA,NA,0.2372
面,面,NA,NA,NA,150.5856
乡间,乡,间,NA,NA,2.2016
愧,愧,NA,NA,NA,0.0593
颠,颠,NA,NA,NA,1.49
前茅,前,茅,NA,NA,0.0741
侦探,侦,探,NA,NA,52.765
道袍,道,袍,NA,NA,0.0519
服侍,服,侍,NA,NA,1.2898
牧童,牧,童,NA,NA,0.2669
惹事,惹,事,NA,NA,1.6679
值日,值,日,NA,NA,0.3558
土豆,土,豆,NA,NA,35.0111
油纸,油,纸,NA,NA,0.2372
捎,捎,NA,NA,NA,1.0675
不堪,不,堪,NA,NA,7.3165
呆滞,呆,滞,NA,NA,1.5196
崩,崩,NA,NA,NA,7.9837
卖,卖,NA,NA,NA,155.6857
赶走,赶,走,NA,NA,10.897
法事,法,事,NA,NA,0.3039
伯父,伯,父,NA,NA,1.0823
地基,地,基,NA,NA,0.7487
货舱,货,舱,NA,NA,0.3484
脱靶,脱,靶,NA,NA,0.0593
吸力,吸,力,NA,NA,0.2372
险阻,险,阻,NA,NA,0.6375
衣服,衣,服,NA,NA,226.8347
萌,萌,NA,NA,NA,6.8569
藤本,藤,本,NA,NA,0.1853
灌木,灌,木,NA,NA,1.0897
干草,干,草,NA,NA,0.5708
沙砾,沙,砾,NA,NA,0.4818
逮捕,逮,捕,NA,NA,16.6864
民乐,民,乐,NA,NA,0.4893
耳鸣,耳,鸣,NA,NA,2.7131
熟客,熟,客,NA,NA,0.4374
历久,历,久,NA,NA,0.3039
腹水,腹,水,NA,NA,0.2965
掩饰,掩,饰,NA,NA,14.2031
劫狱,劫,狱,NA,NA,0.0741
凄,凄,NA,NA,NA,0.1483
远门,远,门,NA,NA,1.5789
严禁,严,禁,NA,NA,1.9941
删改,删,改,NA,NA,0.1853
煤炭,煤,炭,NA,NA,2.9207
国营,国,营,NA,NA,0.4225
超支,超,支,NA,NA,0.4077
欣,欣,NA,NA,NA,0.7042
跛子,跛,子,NA,NA,0.1334
永久,永,久,NA,NA,9.8295
官能,官,能,NA,NA,0.215
皮筏,皮,筏,NA,NA,0.0593
开放,开,放,NA,NA,19.3551
画皮,画,皮,NA,NA,7.8206
舍利,舍,利,NA,NA,0.3039
看穿,看,穿,NA,NA,6.5159
炮弹,炮,弹,NA,NA,1.8236
经商,经,商,NA,NA,1.1119
建国,建,国,NA,NA,8.2431
展览,展,览,NA,NA,4.3514
千秋,千,秋,NA,NA,0.6672
薏,薏,NA,NA,NA,0.0964
斑点,斑,点,NA,NA,3.6546
就此,就,此,NA,NA,2.7131
依照,依,照,NA,NA,1.742
町,町,NA,NA,NA,0.5189
硬朗,硬,朗,NA,NA,1.4752
多疑,多,疑,NA,NA,2.5871
对子,对,子,NA,NA,0.9044
走嘴,走,嘴,NA,NA,0.0519
股指,股,指,NA,NA,2.5723
出租,出,租,NA,NA,8.295
规章,规,章,NA,NA,1.06
滚筒,滚,筒,NA,NA,0.3188
剥落,剥,落,NA,NA,0.4967
乘号,乘,号,NA,NA,0.0222
起头,起,头,NA,NA,0.934
骚乱,骚,乱,NA,NA,1.1342
总攻,总,攻,NA,NA,0.4893
圣手,圣,手,NA,NA,0.2446
仆人,仆,人,NA,NA,4.722
安培,安,培,NA,NA,0.2001
蜈蚣,蜈,蚣,NA,NA,1.9496
今天,今,天,NA,NA,1716.7532
毛发,毛,发,NA,NA,2.2016
招生,招,生,NA,NA,2.5426
横向,横,向,NA,NA,1.1119
空暇,空,暇,NA,NA,0.0593
汕,汕,NA,NA,NA,0.126
蠢人,蠢,人,NA,NA,1.1712
剪子,剪,子,NA,NA,1.4159
皇天,皇,天,NA,NA,1.5271
妮,妮,NA,NA,NA,9.2291
官阶,官,阶,NA,NA,0.0964
复发,复,发,NA,NA,2.2313
公断,公,断,NA,NA,0.0519
请教,请,教,NA,NA,4.5886
陷落,陷,落,NA,NA,0.3781
模子,模,子,NA,NA,1.2305
赛车,赛,车,NA,NA,11.957
讲演,讲,演,NA,NA,0.4299
血泊,血,泊,NA,NA,0.6004
水军,水,军,NA,NA,0.9118
醋酸,醋,酸,NA,NA,0.215
疼爱,疼,爱,NA,NA,9.6961
暴光,暴,光,NA,NA,0.2965
斗胆,斗,胆,NA,NA,0.3632
自白,自,白,NA,NA,0.6746
年度,年,度,NA,NA,56.4789
牙齿,牙,齿,NA,NA,23.0319
成套,成,套,NA,NA,0.5263
调任,调,任,NA,NA,0.2001
拖沓,拖,沓,NA,NA,0.8525
雌性,雌,性,NA,NA,1.0823
结仇,结,仇,NA,NA,0.3188
翼,翼,NA,NA,NA,11.5715
美事,美,事,NA,NA,0.7042
充血,充,血,NA,NA,0.9711
庇佑,庇,佑,NA,NA,2.5871
复仇,复,仇,NA,NA,10.4077
衿,衿,NA,NA,NA,0.0148
亲手,亲,手,NA,NA,13.8769
内景,内,景,NA,NA,0.3855
便条,便,条,NA,NA,1.023
荒郊,荒,郊,NA,NA,0.5856
秒针,秒,针,NA,NA,0.4225
卸妆,卸,妆,NA,NA,6.9385
副,副,NA,NA,NA,47.146
蔚蓝,蔚,蓝,NA,NA,1.8236
电笔,电,笔,NA,NA,0.0222
考取,考,取,NA,NA,0.5634
举报,举,报,NA,NA,5.6042
多,多,NA,NA,NA,2472.6686
败露,败,露,NA,NA,0.4967
超市,超,市,NA,NA,70.2372
可贵,可,贵,NA,NA,6.3677
长寿,长,寿,NA,NA,8.295
回忆,回,忆,NA,NA,137.4055
困,困,NA,NA,NA,137.4648
撤职,撤,职,NA,NA,0.341
选辑,选,辑,NA,NA,0.1334
汗渍,汗,渍,NA,NA,0.4744
移师,移,师,NA,NA,0.2076
分母,分,母,NA,NA,0.1112
音波,音,波,NA,NA,0.1112
汤罐,汤,罐,NA,NA,0.0445
合理,合,理,NA,NA,19.3996
适时,适,时,NA,NA,4.722
边塞,边,塞,NA,NA,0.1483
秀丽,秀,丽,NA,NA,1.7198
骄,骄,NA,NA,NA,0.126
反哺,反,哺,NA,NA,0.1408
同心,同,心,NA,NA,1.4233
实效,实,效,NA,NA,0.1557
口腔,口,腔,NA,NA,7.2498
淘汰,淘,汰,NA,NA,25.7821
谢幕,谢,幕,NA,NA,2.3499
蜂拥,蜂,拥,NA,NA,0.2965
东经,东,经,NA,NA,0.4818
胀,胀,NA,NA,NA,1.0452
表象,表,象,NA,NA,1.5789
絮叨,絮,叨,NA,NA,1.2083
窝棚,窝,棚,NA,NA,0.593
顽症,顽,症,NA,NA,0.0667
诱发,诱,发,NA,NA,1.9792
前导,前,导,NA,NA,0.0371
世间,世,间,NA,NA,23.9585
糟粕,糟,粕,NA,NA,0.4522
调试,调,试,NA,NA,1.1787
其余,其,余,NA,NA,8.5026
满载,满,载,NA,NA,1.8087
过度,过,度,NA,NA,18.7695
农业,农,业,NA,NA,5.6783
告白,告,白,NA,NA,6.9311
油泥,油,泥,NA,NA,0.0741
背叛,背,叛,NA,NA,26.2194
措,措,NA,NA,NA,0.1557
税收,税,收,NA,NA,2.5056
选段,选,段,NA,NA,0.3632
风力,风,力,NA,NA,1.4678
济,济,NA,NA,NA,2.6983
营,营,NA,NA,NA,6.2268
声母,声,母,NA,NA,0.0297
扑哧,扑,哧,NA,NA,0.2372
会,会,NA,NA,NA,4673.7583
找头,找,头,NA,NA,0.1334
法器,法,器,NA,NA,0.1631
创造,创,造,NA,NA,59.7257
习题,习,题,NA,NA,0.5189
逃脱,逃,脱,NA,NA,7.0423
厌食,厌,食,NA,NA,1.1416
沙皇,沙,皇,NA,NA,0.4744
留情,留,情,NA,NA,6.9311
古文,古,文,NA,NA,0.5856
贯穿,贯,穿,NA,NA,1.8903
大吉,大,吉,NA,NA,135.1371
限界,限,界,NA,NA,0.0222
恰如,恰,如,NA,NA,0.1334
狙击,狙,击,NA,NA,2.9874
耽误,耽,误,NA,NA,7.791
自首,自,首,NA,NA,2.9726
轮子,轮,子,NA,NA,2.9503
化纤,化,纤,NA,NA,0.4448
过手,过,手,NA,NA,0.7413
沙包,沙,包,NA,NA,1.0526
后进,后,进,NA,NA,0.1483
朽,朽,NA,NA,NA,1.616
殖,殖,NA,NA,NA,0.0519
闲暇,闲,暇,NA,NA,2.424
俭,俭,NA,NA,NA,0.0445
曙光,曙,光,NA,NA,3.573
毁谤,毁,谤,NA,NA,0.4818
清茶,清,茶,NA,NA,0.7042
花生,花,生,NA,NA,17.8725
杂乱,杂,乱,NA,NA,1.5641
形成,形,成,NA,NA,22.5056
人烟,人,烟,NA,NA,1.1861
伸张,伸,张,NA,NA,1.06
懒惰,懒,惰,NA,NA,10.8599
仓储,仓,储,NA,NA,0.4003
捐资,捐,资,NA,NA,0.1408
和缓,和,缓,NA,NA,0.0815
懵,懵,NA,NA,NA,0.4374
陈迹,陈,迹,NA,NA,0.0519
汞,汞,NA,NA,NA,1.2157
自营,自,营,NA,NA,0.2817
琪,琪,NA,NA,NA,1.3047
撇开,撇,开,NA,NA,1.1119
粗犷,粗,犷,NA,NA,0.8451
续借,续,借,NA,NA,0.0519
庙宇,庙,宇,NA,NA,0.6597
笔记,笔,记,NA,NA,13.8251
空,空,NA,NA,NA,52.2313
播放,播,放,NA,NA,17.3091
革,革,NA,NA,NA,1.0526
乍,乍,NA,NA,NA,0.4967
减退,减,退,NA,NA,1.8236
字面,字,面,NA,NA,1.4233
鬣狗,鬣,狗,NA,NA,0.0815
一半,一,半,NA,NA,117.6205
霸气,霸,气,NA,NA,36.9385
心智,心,智,NA,NA,4.6775
轮换,轮,换,NA,NA,1.3788
正片,正,片,NA,NA,1.0304
吾辈,吾,辈,NA,NA,0.7265
陈设,陈,设,NA,NA,0.1705
小粉,小,粉,NA,NA,0.9118
颐养,颐,养,NA,NA,0.1186
胡涂,胡,涂,NA,NA,0.2817
大师,大,师,NA,NA,23.8176
部位,部,位,NA,NA,16.9459
猕猴,猕,猴,NA,NA,2.298
狼狗,狼,狗,NA,NA,0.3336
路牌,路,牌,NA,NA,3.5063
秒,秒,NA,NA,NA,145.1223
闸,闸,NA,NA,NA,0.3336
归依,归,依,NA,NA,0.2076
妳,妳,NA,NA,NA,5.8858
哨兵,哨,兵,NA,NA,0.5041
火棒,火,棒,NA,NA,0.0593
好处,好,处,NA,NA,36.6568
谎报,谎,报,NA,NA,0.341
柿子,柿,子,NA,NA,4.2772
岗楼,岗,楼,NA,NA,0.0297
食疗,食,疗,NA,NA,2.1053
准予,准,予,NA,NA,0.0667
昧,昧,NA,NA,NA,0.1334
提箱,提,箱,NA,NA,0.1483
关头,关,头,NA,NA,2.3128
屹立,屹,立,NA,NA,1.2009
入伙,入,伙,NA,NA,2.0163
不争,不,争,NA,NA,1.49
透明,透,明,NA,NA,12.4611
饮泣,饮,泣,NA,NA,0.0667
评论,评,论,NA,NA,164.8925
炬,炬,NA,NA,NA,0.1038
绳,绳,NA,NA,NA,2.7057
掺,掺,NA,NA,NA,1.8532
渔翁,渔,翁,NA,NA,0.215
韦,韦,NA,NA,NA,0.9044
打靶,打,靶,NA,NA,0.5856
剧院,剧,院,NA,NA,7.6353
出车,出,车,NA,NA,0.8673
苍老,苍,老,NA,NA,2.8021
围城,围,城,NA,NA,1.7272
压抑,压,抑,NA,NA,17.8132
缕,缕,NA,NA,NA,8.3321
藤子,藤,子,NA,NA,0.0964
住家,住,家,NA,NA,1.2305
豺狼,豺,狼,NA,NA,0.6375
放权,放,权,NA,NA,0.2076
年尾,年,尾,NA,NA,3.8918
发报,发,报,NA,NA,0.2001
服软,服,软,NA,NA,0.4448
炮塔,炮,塔,NA,NA,0.5115
开销,开,销,NA,NA,2.0311
么,么,NA,NA,NA,306.3306
心神,心,神,NA,NA,1.2454
嗤笑,嗤,笑,NA,NA,0.1853
引,引,NA,NA,NA,15.6857
失聪,失,聪,NA,NA,0.7561
凝神,凝,神,NA,NA,0.4003
招惹,招,惹,NA,NA,3.0764
弥留,弥,留,NA,NA,0.7116
反思,反,思,NA,NA,8.4062
扫把,扫,把,NA,NA,0.6894
非人,非,人,NA,NA,1.2898
一切,一,切,NA,NA,488.9177
旱地,旱,地,NA,NA,0.2298
门板,门,板,NA,NA,0.4596
暴雨,暴,雨,NA,NA,3.5582
暮,暮,NA,NA,NA,0.3484
仓惶,仓,惶,NA,NA,0.0964
随处,随,处,NA,NA,3.6546
生菜,生,菜,NA,NA,3.573
乳酪,乳,酪,NA,NA,3.106
猜忌,猜,忌,NA,NA,1.6976
抢亲,抢,亲,NA,NA,0.3262
忌日,忌,日,NA,NA,0.6449
飞逝,飞,逝,NA,NA,3.5285
化脓,化,脓,NA,NA,0.4522
休想,休,想,NA,NA,2.4981
报道,报,道,NA,NA,50.0074
欠债,欠,债,NA,NA,1.3936
加上,加,上,NA,NA,44.1142
升旗,升,旗,NA,NA,0.7858
蚕丝,蚕,丝,NA,NA,0.8006
炮制,炮,制,NA,NA,5.7969
旗语,旗,语,NA,NA,0.1038
条件,条,件,NA,NA,39.5775
糕点,糕,点,NA,NA,2.1423
兀自,兀,自,NA,NA,0.1927
中人,中,人,NA,NA,0.6597
政要,政,要,NA,NA,0.4744
扬琴,扬,琴,NA,NA,0.126
腾达,腾,达,NA,NA,1.5345
气垫,气,垫,NA,NA,0.3855
尽情,尽,情,NA,NA,23.2394
外层,外,层,NA,NA,0.7635
清样,清,样,NA,NA,0.0222
三军,三,军,NA,NA,0.4967
舞女,舞,女,NA,NA,6.2861
伯乐,伯,乐,NA,NA,1.0082
当头,当,头,NA,NA,5.5745
苦涩,苦,涩,NA,NA,5.6264
文献,文,献,NA,NA,1.9644
生辰,生,辰,NA,NA,1.2157
平庸,平,庸,NA,NA,6.0934
轮值,轮,值,NA,NA,0.2298
画展,画,展,NA,NA,1.023
亲历,亲,历,NA,NA,0.6523
茧,茧,NA,NA,NA,1.6827
摇动,摇,动,NA,NA,0.8228
降格,降,格,NA,NA,0.1483
贩子,贩,子,NA,NA,2.9059
荒地,荒,地,NA,NA,2.2535
毁伤,毁,伤,NA,NA,0.0445
药草,药,草,NA,NA,0.2446
嚼,嚼,NA,NA,NA,7.1164
求职,求,职,NA,NA,4.2179
狂热,狂,热,NA,NA,5.278
面临,面,临,NA,NA,14.937
传单,传,单,NA,NA,2.7354
南极,南,极,NA,NA,3.1653
还,还,NA,NA,NA,4257.6427
近东,近,东,NA,NA,0.0445
外围,外,围,NA,NA,1.7717
格登,格,登,NA,NA,0.0593
恫吓,恫,吓,NA,NA,0.0815
毒物,毒,物,NA,NA,1.3714
粮仓,粮,仓,NA,NA,0.2446
分量,分,量,NA,NA,3.4841
奶头,奶,头,NA,NA,0.7339
革命,革,命,NA,NA,51.0007
挚友,挚,友,NA,NA,3.3062
窝火,窝,火,NA,NA,1.1935
迎娶,迎,娶,NA,NA,0.6301
同步,同,步,NA,NA,24.9889
起来,起,来,NA,NA,755.063
窥探,窥,探,NA,NA,1.0452
饱尝,饱,尝,NA,NA,0.467
良缘,良,缘,NA,NA,0.5263
青史,青,史,NA,NA,0.2965
制裁,制,裁,NA,NA,3.4025
风姿,风,姿,NA,NA,0.5263
理性,理,性,NA,NA,17.2498
士人,士,人,NA,NA,0.3484
劳教,劳,教,NA,NA,0.1557
朝廷,朝,廷,NA,NA,1.3269
倒爷,倒,爷,NA,NA,0.0445
风沙,风,沙,NA,NA,0.5856
大料,大,料,NA,NA,0.5411
名师,名,师,NA,NA,1.2305
珍藏,珍,藏,NA,NA,6.9311
平反,平,反,NA,NA,0.4967
白条,白,条,NA,NA,0.252
说情,说,情,NA,NA,0.2743
讲解,讲,解,NA,NA,3.1875
反扑,反,扑,NA,NA,0.3855
多头,多,头,NA,NA,0.7784
凌迟,凌,迟,NA,NA,0.4151
